('image09462_face_anno_57529 (undetected)', 0.0)
('image62243_face_anno_54010 (undetected)', 3.633)
('image64091_face_anno_63219 (undetected)', 3.71)
('image21131_face_anno_49523 (undetected)', 3.9452)
('image47147_face_anno_44352 (undetected)', 4.0856)
('image52201_face_anno_45020 (undetected)', 4.1122)
('image41807_face_anno_43539 (undetected)', 4.3987)
('image35965_face_anno_50983 (undetected)', 4.4672)
('image58425_face_anno_45788 (undetected)', 4.7036)
('image35230_face_anno_42796 (undetected)', 4.7636)
('image43414_face_anno_51802 (undetected)', 4.7636)
('image49374_face_anno_44599 (undetected)', 4.7636)
('image03264_face_anno_56058 (undetected)', 4.9697)
('image18165_face_anno_59632 (undetected)', 5.008)
('image15462_face_anno_40821 (undetected)', 5.1944)
('image23306_face_anno_62901 (undetected)', 5.3492)
('image49728_face_anno_52681 (undetected)', 5.3558)
('image26759_face_anno_50056 (undetected)', 5.5993)
('image41843_face_anno_43546 (undetected)', 5.7106)
('image66699_face_anno_54438 (undetected)', 5.7106)
('image03786_face_anno_39719 (undetected)', 5.8348)
('image26914_face_anno_50073 (undetected)', 5.9469)
('image47979_face_anno_52478 (undetected)', 6.5321)
('image58425_face_anno_45789 (undetected)', 6.6613)
('image00199_face_anno_55154 (undetected)', 6.6882)
('image04670_face_anno_47257 (undetected)', 6.7098)
('image27419_face_anno_50129 (undetected)', 6.8013)
('image09062_face_anno_47745 (undetected)', 7.0165)
('image07194_face_anno_40150 (undetected)', 7.5653)
('image09912_face_anno_57703 (undetected)', 7.5946)
('image43622_face_anno_51829 (undetected)', 7.6668)
('image57140_face_anno_53513 (undetected)', 7.6961)
('image53308_face_anno_45155 (undetected)', 8.1301)
('image70092_face_anno_54866 (undetected)', 8.1301)
('image14431_face_anno_48421 (undetected)', 8.3659)
('image27141_face_anno_41952 (undetected)', 8.4711)
('image31411_face_anno_42405 (undetected)', 8.5308)
('image04348_face_anno_39773 (undetected)', 8.5308)
('image04244_face_anno_47214 (undetected)', 8.7462)
('image14619_face_anno_40735 (undetected)', 8.9726)
('image59419_face_anno_53800 (undetected)', 8.9726)
('image54775_face_anno_53313 (undetected)', 9.1967)
('image03902_face_anno_39729 (undetected)', 9.2726)
('image60587_face_anno_46157 (undetected)', 9.4623)
('image66015_face_anno_54358 (undetected)', 9.4623)
('image19565_face_anno_49388 (undetected)', 9.5445)
('image20227_face_anno_41251 (undetected)', 9.7824)
('image38124_face_anno_51175 (undetected)', 9.8193)
('image70262_face_anno_54883 (undetected)', 10.0911)
('image09268_face_anno_47787 (undetected)', 10.2348)
('image12748_face_anno_48160 (undetected)', 10.3048)
('image01419_face_anno_46905 (undetected)', 10.3048)
('image32049_face_anno_42471 (undetected)', 10.3048)
('image34041_face_anno_42674 (undetected)', 10.4915)
('image20069_face_anno_60653 (undetected)', 10.561)
('image04153_face_anno_39765 (undetected)', 10.6197)
('image51067_face_anno_44883 (undetected)', 10.8564)
('image01885_face_anno_39560 (undetected)', 10.8855)
('image39446_face_anno_51295 (undetected)', 10.9338)
('image68938_face_anno_54753 (undetected)', 11.3099)
('image26855_face_anno_50067 (undetected)', 11.3602)
('image18885_face_anno_59921 (undetected)', 11.8081)
('image46228_face_anno_44224 (undetected)', 11.9055)
('image42993_face_anno_51729 (undetected)', 11.9761)
('image03010_face_anno_47101 (undetected)', 12.0115)
('image60183_face_anno_53908 (undetected)', 12.0306)
('image36500_face_anno_51046 (undetected)', 12.0948)
('image45706_face_anno_52119 (undetected)', 12.7575)
('image16872_face_anno_40931 (undetected)', 12.8388)
('image40911_face_anno_43393 (undetected)', 13.0552)
('image18440_face_anno_41140 (undetected)', 13.7363)
('image45590_face_anno_44121 (undetected)', 14.0362)
('image60191_face_anno_46044 (undetected)', 14.0362)
('image36651_face_anno_42942 (undetected)', 14.0362)
('image39246_face_anno_51268 (undetected)', 14.0362)
('image43071_face_anno_51745 (undetected)', 14.1986)
('image29477_face_anno_50343 (undetected)', 14.2127)
('image65949_face_anno_65097 (undetected)', 14.2263)
('image66151_face_anno_54374 (undetected)', 14.5345)
('image17833_face_anno_41076 (undetected)', 14.6209)
('image09124_face_anno_40337 (undetected)', 14.7436)
('image44269_face_anno_43943 (undetected)', 15.124)
('image39615_face_anno_43196 (undetected)', 15.4077)
('image04506_face_anno_39798 (undetected)', 16.2202)
('image21021_face_anno_61468 (undetected)', 16.4456)
('image18223_face_anno_41109 (undetected)', 16.6992)
('image40889_face_anno_43391 (undetected)', 16.8584)
('image29777_face_anno_50367 (undetected)', 17.0079)
('image20789_face_anno_49495 (undetected)', 17.1027)
('image36743_face_anno_42953 (undetected)', 17.354)
('image10459_face_anno_57890 (undetected)', 17.771)
('image31763_face_anno_42435 (undetected)', 17.9279)
('image03109_face_anno_47108 (undetected)', 18.2629)
('image07170_face_anno_57103 (undetected)', 18.4349)
('image19059_face_anno_60029 (undetected)', 18.4349)
('image14324_face_anno_59116 (undetected)', 18.4349)
('image56218_face_anno_45506 (undetected)', 18.6767)
('image14174_face_anno_59067 (undetected)', 18.9337)
('image32734_face_anno_50677 (undetected)', 19.0256)
('image02003_face_anno_54993 (undetected)', 19.0935)
('image18720_face_anno_59817 (undetected)', 19.5061)
('image03590_face_anno_47146 (undetected)', 19.9037)
('image12072_face_anno_48093 (undetected)', 19.9831)
('image14715_face_anno_48494 (undetected)', 20.1858)
('image08648_face_anno_40276 (undetected)', 21.3179)
('image47864_face_anno_44450 (undetected)', 21.4369)
('image19382_face_anno_60222 (undetected)', 21.8014)
('image44200_face_anno_43925 (undetected)', 21.8014)
('image56486_face_anno_45532 (undetected)', 21.8014)
('image10110_face_anno_47895 (undetected)', 22.1094)
('image03237_face_anno_47121 (undetected)', 22.249)
('image08594_face_anno_47653 (undetected)', 23.4481)
('image40379_face_anno_51394 (undetected)', 24.3045)
('image14694_face_anno_59195 (undetected)', 24.444)
('image54306_face_anno_53281 (undetected)', 25.2011)
('image35932_face_anno_42868 (undetected)', 25.3462)
('image29579_face_anno_50351 (undetected)', 25.3959)
('image51085_face_anno_44888 (undetected)', 27.2553)
('image39051_face_anno_43132 (undetected)', 27.6995)
('image59564_face_anno_53816 (undetected)', 29.0546)
('image43606_face_anno_43825 (undetected)', 29.4759)
('image01095_face_anno_46886 (undetected)', 30.9638)
('image49889_face_anno_52757 (undetected)', 31.2184)
('image22403_face_anno_49640 (undetected)', 31.2392)
('image57033_face_anno_45586 (undetected)', 31.4296)
('image13279_face_anno_40627 (undetected)', 31.5043)
('image06372_face_anno_56883 (undetected)', 31.7595)
('image20547_face_anno_41288 (undetected)', 32.0404)
('image08456_face_anno_47629 (undetected)', 32.1372)
('image20031_face_anno_60622 (undetected)', 34.1228)
('image22070_face_anno_62133 (undetected)', 35.2724)
('image05738_face_anno_56762 (undetected)', 35.5377)
('image13112_face_anno_40614 (undetected)', 35.8377)
('image20941_face_anno_61416 (undetected)', 41.7948)
('image02686_face_anno_55923 (undetected)', 44.2152)
('image19297_face_anno_49366 (undetected)', 48.3971)
('image41038_face_anno_43416 (undetected)', 49.3987)
('image11875_face_anno_58199 (undetected)', 62.1759)
('image11875_face_anno_58200 (undetected)', 70.7693)
('image60679_face_anno_46269 (undetected)', inf)
('image50130_face_anno_44777 (undetected)', inf)
('image60834_face_anno_46477 (undetected)', inf)
('image67257_face_anno_64110 (undetected)', inf)
('image60762_face_anno_46338 (undetected)', inf)
('image21314_face_anno_61685 (undetected)', inf)
('image04573_face_anno_39801 (undetected)', inf)
('image43606_face_anno_43826 (undetected)', inf)
('image39874_face_anno_51340 (undetected)', inf)
('image13137_face_anno_48211 (undetected)', inf)
('image68750_face_anno_54748 (undetected)', inf)
('image58131_face_anno_53661 (undetected)', inf)
('image48092_face_anno_52495 (undetected)', inf)
('image21715_face_anno_49575 (undetected)', inf)
('image09404_face_anno_47821 (undetected)', inf)
('image38568_face_anno_51200 (undetected)', inf)
('image13318_face_anno_48241 (undetected)', inf)
('image59265_face_anno_53784 (undetected)', inf)
('image44955_face_anno_52001 (undetected)', inf)
('image45755_face_anno_52130 (undetected)', inf)
('image49600_face_anno_52624 (undetected)', inf)
('image46558_face_anno_52245 (undetected)', inf)
('image47240_face_anno_52342 (undetected)', inf)
('image66287_face_anno_64893 (undetected)', inf)
('image59039_face_anno_53763 (undetected)', inf)
('image60948_face_anno_46638 (undetected)', inf)
('image52932_face_anno_45112 (undetected)', inf)
('image08697_face_anno_47676 (undetected)', inf)
('image19056_face_anno_49349 (undetected)', inf)
('image43634_face_anno_43831 (undetected)', inf)
('image59571_face_anno_45950 (undetected)', inf)
('image08827_face_anno_47701 (undetected)', inf)
('image14152_face_anno_48371 (undetected)', inf)
('image01749_face_anno_39533 (undetected)', inf)
('image21949_face_anno_62050 (undetected)', inf)
('image14272_face_anno_40711 (undetected)', inf)
('image57085_face_anno_53507 (undetected)', inf)
('image60538_face_anno_46102 (undetected)', inf)
('image45860_face_anno_44173 (undetected)', inf)
('image13473_face_anno_48267 (undetected)', inf)
('image59042_face_anno_45885 (undetected)', inf)
('image33174_face_anno_50723 (undetected)', inf)
('image59380_face_anno_45928 (undetected)', inf)
('image27231_face_anno_41967 (undetected)', inf)
('image58203_face_anno_45758 (undetected)', inf)
('image56638_face_anno_53464 (undetected)', inf)
('image15405_face_anno_48631 (undetected)', inf)
('image14288_face_anno_48390 (undetected)', inf)
('image55227_face_anno_45385 (undetected)', inf)
('image64091_face_anno_63220 (undetected)', inf)
('image68462_face_anno_54721 (undetected)', inf)
('image45363_face_anno_52053 (undetected)', inf)
('image67856_face_anno_54644 (undetected)', inf)
('image42772_face_anno_43695 (undetected)', inf)
('image06541_face_anno_40076 (undetected)', inf)
('image09256_face_anno_47784 (undetected)', inf)
('image50139_face_anno_52821 (undetected)', inf)
('image68296_face_anno_63716 (undetected)', inf)
('image06387_face_anno_47422 (undetected)', inf)
('image14152_face_anno_48372 (undetected)', inf)
('image57850_face_anno_53618 (undetected)', inf)
('image17036_face_anno_40948 (undetected)', inf)
('image15851_face_anno_40850 (undetected)', inf)
('image12428_face_anno_58313 (undetected)', inf)
('image41823_face_anno_51586 (undetected)', inf)
('image19244_face_anno_41179 (undetected)', inf)
('image25008_face_anno_41722 (undetected)', inf)
('image46911_face_anno_52290 (undetected)', inf)
('image01944_face_anno_39568 (undetected)', inf)
('image65804_face_anno_65187 (undetected)', inf)
('image03976_face_anno_47185 (undetected)', inf)
('image22502_face_anno_62400 (undetected)', inf)
('image24402_face_anno_41663 (undetected)', inf)
('image60084_face_anno_53892 (undetected)', inf)
('image50971_face_anno_52945 (undetected)', inf)
('image45717_face_anno_44150 (undetected)', inf)
('image09934_face_anno_47871 (undetected)', inf)
('image18902_face_anno_49338 (undetected)', inf)
('image24350_face_anno_49821 (undetected)', inf)
('image12281_face_anno_48113 (undetected)', inf)
('image47587_face_anno_52397 (undetected)', inf)
('image66370_face_anno_64833 (undetected)', inf)
('image60779_face_anno_46362 (undetected)', inf)
('image01852_face_anno_46966 (undetected)', inf)
('image14574_face_anno_48459 (undetected)', inf)
('image04657_face_anno_56428 (undetected)', inf)
('image23012_face_anno_62757 (undetected)', inf)
('image44809_face_anno_44013 (undetected)', inf)
('image15633_face_anno_40834 (undetected)', inf)
('image07729_face_anno_40189 (undetected)', inf)
('image13311_face_anno_48240 (undetected)', inf)
('image65804_face_anno_65185 (undetected)', inf)
('image13135_face_anno_40617 (undetected)', inf)
('image60054_face_anno_53887 (undetected)', inf)
('image07303_face_anno_40157 (undetected)', inf)
('image67309_face_anno_54565 (undetected)', inf)
('image40869_face_anno_51459 (undetected)', inf)
('image60948_face_anno_46640 (undetected)', inf)
('image53760_face_anno_53231 (undetected)', inf)
('image06120_face_anno_39949 (undetected)', inf)
('image40254_face_anno_51380 (undetected)', inf)
('image63716_face_anno_54094 (undetected)', inf)
('image15892_face_anno_40856 (undetected)', inf)
('image21180_face_anno_61585 (undetected)', inf)
('image14086_face_anno_40692 (undetected)', inf)
('image67295_face_anno_64052 (undetected)', inf)
('image66278_face_anno_54391 (undetected)', inf)
('image15284_face_anno_40805 (undetected)', inf)
('image67295_face_anno_64053 (undetected)', inf)
('image07047_face_anno_40131 (undetected)', inf)
('image59874_face_anno_46012 (undetected)', inf)
('image14781_face_anno_48507 (undetected)', inf)
('image70722_face_anno_54927 (undetected)', inf)
('image01749_face_anno_39534 (undetected)', inf)
('image64091_face_anno_63221 (undetected)', inf)
('image23012_face_anno_62756 (undetected)', inf)
('image14324_face_anno_59115 (undetected)', inf)
('image07825_face_anno_47564 (undetected)', inf)
('image41384_face_anno_51519 (undetected)', inf)
('image12458_face_anno_48131 (undetected)', inf)
('image68604_face_anno_54731 (undetected)', inf)
('image14619_face_anno_40733 (undetected)', inf)
('image21186_face_anno_61588 (undetected)', inf)
('image01783_face_anno_39539 (undetected)', inf)
('image44288_face_anno_43947 (undetected)', inf)
('image40527_face_anno_43333 (undetected)', inf)
('image60948_face_anno_46642 (undetected)', inf)
('image13112_face_anno_40615 (undetected)', inf)
('image65693_face_anno_54302 (undetected)', inf)
('image67163_face_anno_54522 (undetected)', inf)
('image21584_face_anno_41393 (undetected)', inf)
('image27509_face_anno_50137 (undetected)', inf)
('image65804_face_anno_65186 (undetected)', inf)
('image67257_face_anno_64111 (undetected)', inf)
('image14837_face_anno_40761 (undetected)', inf)
('image14833_face_anno_48527 (undetected)', inf)
('image60650_face_anno_46237 (undetected)', inf)
